"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"2024-11-08"	"Fr"	"Welcome Hotel Wesel"	103	"100.00%"	103	103	98.55	10151.03
"2024-11-08"	"Fr"	"Welcome Hotel Dorf Munsterland"	28	"21.37%"	131	28	62.38	1746.53
"2024-11-08"	"Fr"	"Welcome Hotel Neckarsulm"	1	"0.62%"	162	1	77.57	77.57
"2024-11-08"	"Fr"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	108.38	325.14
"2024-11-08"	"Fr"	"All"	284	"16.12%"	1762	284	99.86	28359.35
"2024-11-09"	"Sa"	"Welcome Hotel Darmstadt"	3	"1.44%"	208	3	80.52	241.55
"2024-11-09"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	15	"8.67%"	173	15	76.28	1144.20
"2024-11-09"	"Sa"	"Welcome Residenzschloss Bamberg"	24	"13.04%"	184	24	120.93	2902.42
"2024-11-09"	"Sa"	"Welcome Kongresshotel Bamberg"	17	"9.94%"	171	17	108.04	1836.72
"2024-11-09"	"Sa"	"Welcome Hotel Marburg"	124	"82.67%"	150	124	90.55	11228.50
"2024-11-09"	"Sa"	"Welcome Hotel Paderborn"	3	"1.96%"	153	3	92.85	278.55
"2024-11-09"	"Sa"	"Welcome Hotel Bad Arolsen"	59	"49.58%"	119	59	114.53	6757.02
"2024-11-09"	"Sa"	"Welcome Hotel Meschede / Hennesee"	3	"2.59%"	116	3	86.72	260.16
"2024-11-09"	"Sa"	"Welcome Hotel Wesel"	4	"3.88%"	103	4	100.52	402.08
"2024-11-09"	"Sa"	"Welcome Hotel Dorf Munsterland"	7	"5.34%"	131	7	65.83	460.79
"2024-11-09"	"Sa"	"Welcome Hotel Neckarsulm"	1	"0.62%"	162	1	93.46	93.46
"2024-11-09"	"Sa"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	119.94	359.81
"2024-11-09"	"Sa"	"All"	263	"14.93%"	1762	263	98.73	25965.26
"2024-11-10"	"Su"	"Welcome Hotel Darmstadt"	0	"0.00%"	208	0	0.00	0.00
"2024-11-10"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	5	"2.89%"	173	5	66.97	334.87
"2024-11-10"	"Su"	"Welcome Residenzschloss Bamberg"	6	"3.26%"	184	6	100.08	600.47
"2024-11-10"	"Su"	"Welcome Kongresshotel Bamberg"	2	"1.17%"	171	2	91.19	182.39
"2024-11-10"	"Su"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-10"	"Su"	"Welcome Hotel Paderborn"	0	"0.00%"	153	0	0.00	0.00
"2024-11-10"	"Su"	"Welcome Hotel Bad Arolsen"	5	"4.20%"	119	5	93.09	465.45
"2024-11-10"	"Su"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-10"	"Su"	"Welcome Hotel Wesel"	1	"0.97%"	103	1	106.56	106.56
"2024-11-10"	"Su"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-10"	"Su"	"Welcome Hotel Neckarsulm"	3	"1.85%"	162	3	89.87	269.62
"2024-11-10"	"Su"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	105.93	317.78
"2024-11-10"	"Su"	"All"	28	"1.59%"	1762	28	81.33	2277.14
"2024-11-11"	"Mo"	"Welcome Hotel Darmstadt"	50	"24.04%"	208	50	147.25	7362.50
"2024-11-11"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	4	"2.31%"	173	4	70.63	282.53
"2024-11-11"	"Mo"	"Welcome Residenzschloss Bamberg"	57	"30.98%"	184	57	107.78	6143.48
"2024-11-11"	"Mo"	"Welcome Kongresshotel Bamberg"	18	"10.53%"	171	18	92.06	1657.03
"2024-11-11"	"Mo"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-11"	"Mo"	"Welcome Hotel Paderborn"	29	"18.95%"	153	29	83.35	2417.29
"2024-11-11"	"Mo"	"Welcome Hotel Bad Arolsen"	4	"3.36%"	119	4	88.74	354.96
"2024-11-11"	"Mo"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-11"	"Mo"	"Welcome Hotel Wesel"	1	"0.97%"	103	1	106.56	106.56
"2024-11-11"	"Mo"	"Welcome Hotel Dorf Munsterland"	12	"9.16%"	131	12	48.17	578.01
"2024-11-11"	"Mo"	"Welcome Hotel Neckarsulm"	4	"2.47%"	162	4	108.41	433.65
"2024-11-11"	"Mo"	"Welcome Parkhotel Euskirchen"	13	"14.13%"	92	13	95.73	1244.45
"2024-11-11"	"Mo"	"All"	192	"10.90%"	1762	192	107.19	20580.46
"2024-11-12"	"Tu"	"Welcome Hotel Darmstadt"	164	"78.85%"	208	164	153.95	25247.15
"2024-11-12"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	9	"5.20%"	173	9	81.97	737.72
"2024-11-12"	"Tu"	"Welcome Residenzschloss Bamberg"	62	"33.70%"	184	62	108.55	6729.92
"2024-11-12"	"Tu"	"Welcome Kongresshotel Bamberg"	24	"14.04%"	171	24	94.86	2276.66
"2024-11-12"	"Tu"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-12"	"Tu"	"Welcome Hotel Paderborn"	31	"20.26%"	153	31	84.91	2632.25
"2024-11-12"	"Tu"	"Welcome Hotel Bad Arolsen"	4	"3.36%"	119	4	88.74	354.96
"2024-11-12"	"Tu"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-12"	"Tu"	"Welcome Hotel Wesel"	2	"1.94%"	103	2	101.36	202.73
"2024-11-12"	"Tu"	"Welcome Hotel Dorf Munsterland"	22	"16.79%"	131	22	57.56	1266.31
"2024-11-12"	"Tu"	"Welcome Hotel Neckarsulm"	6	"3.70%"	162	6	112.62	675.72
"2024-11-12"	"Tu"	"Welcome Parkhotel Euskirchen"	20	"21.74%"	92	20	87.67	1753.46
"2024-11-12"	"Tu"	"All"	344	"19.52%"	1762	344	121.74	41876.88
"2024-11-13"	"We"	"Welcome Hotel Darmstadt"	155	"74.52%"	208	155	155.13	24045.65
"2024-11-13"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	15	"8.67%"	173	15	85.15	1277.21
"2024-11-13"	"We"	"Welcome Residenzschloss Bamberg"	89	"48.37%"	184	89	112.33	9997.68
"2024-11-13"	"We"	"Welcome Kongresshotel Bamberg"	48	"28.07%"	171	48	99.07	4755.16
"2024-11-13"	"We"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-13"	"We"	"Welcome Hotel Paderborn"	19	"12.42%"	153	19	78.63	1493.93
"2024-11-13"	"We"	"Welcome Hotel Bad Arolsen"	91	"76.47%"	119	91	111.64	10159.14
"2024-11-13"	"We"	"Welcome Hotel Meschede / Hennesee"	11	"9.48%"	116	11	87.38	961.18
"2024-11-13"	"We"	"Welcome Hotel Wesel"	1	"0.97%"	103	1	106.56	106.56
"2024-11-13"	"We"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-13"	"We"	"Welcome Hotel Neckarsulm"	36	"22.22%"	162	36	119.28	4293.96
"2024-11-13"	"We"	"Welcome Parkhotel Euskirchen"	7	"7.61%"	92	7	86.31	604.20
"2024-11-13"	"We"	"All"	475	"26.96%"	1762	475	121.46	57694.67
"2024-11-14"	"Th"	"Welcome Hotel Darmstadt"	47	"22.60%"	208	47	115.81	5443.12
"2024-11-14"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	9	"5.20%"	173	9	87.49	787.43
"2024-11-14"	"Th"	"Welcome Residenzschloss Bamberg"	43	"23.37%"	184	43	104.58	4496.75
"2024-11-14"	"Th"	"Welcome Kongresshotel Bamberg"	55	"32.16%"	171	55	91.61	5038.81
"2024-11-14"	"Th"	"Welcome Hotel Marburg"	2	"1.33%"	150	2	114.72	229.44
"2024-11-14"	"Th"	"Welcome Hotel Paderborn"	18	"11.76%"	153	18	77.54	1395.79
"2024-11-14"	"Th"	"Welcome Hotel Bad Arolsen"	93	"78.15%"	119	93	110.90	10313.54
"2024-11-14"	"Th"	"Welcome Hotel Meschede / Hennesee"	16	"13.79%"	116	16	87.38	1398.08
"2024-11-14"	"Th"	"Welcome Hotel Wesel"	1	"0.97%"	103	1	106.56	106.56
"2024-11-14"	"Th"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-14"	"Th"	"Welcome Hotel Neckarsulm"	21	"12.96%"	162	21	121.76	2557.02
"2024-11-14"	"Th"	"Welcome Parkhotel Euskirchen"	1	"1.09%"	92	1	107.94	107.94
"2024-11-14"	"Th"	"All"	309	"17.54%"	1762	309	103.15	31874.48
"2024-11-15"	"Fr"	"Welcome Hotel Darmstadt"	11	"5.29%"	208	11	76.57	842.28
"2024-11-15"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	9	"5.20%"	173	9	78.71	708.36
"2024-11-15"	"Fr"	"Welcome Residenzschloss Bamberg"	1	"0.54%"	184	1	112.62	112.62
"2024-11-15"	"Fr"	"Welcome Kongresshotel Bamberg"	12	"7.02%"	171	12	78.04	936.48
"2024-11-15"	"Fr"	"Welcome Hotel Marburg"	4	"2.67%"	150	4	125.85	503.41
"2024-11-15"	"Fr"	"Welcome Hotel Paderborn"	1	"0.65%"	153	1	112.15	112.15
"2024-11-15"	"Fr"	"Welcome Hotel Bad Arolsen"	21	"17.65%"	119	21	127.01	2667.18
"2024-11-15"	"Fr"	"Welcome Hotel Meschede / Hennesee"	12	"10.34%"	116	12	70.09	841.12
"2024-11-15"	"Fr"	"Welcome Hotel Wesel"	19	"18.45%"	103	19	97.67	1855.65
"2024-11-15"	"Fr"	"Welcome Hotel Dorf Munsterland"	5	"3.82%"	131	5	42.47	212.34
"2024-11-15"	"Fr"	"Welcome Hotel Neckarsulm"	0	"0.00%"	162	0	0.00	0.00
"2024-11-15"	"Fr"	"Welcome Parkhotel Euskirchen"	1	"1.09%"	92	1	107.94	107.94
"2024-11-15"	"Fr"	"All"	96	"5.45%"	1762	96	92.70	8899.53
"2024-11-16"	"Sa"	"Welcome Hotel Darmstadt"	12	"5.77%"	208	12	80.24	962.93
"2024-11-16"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	5	"2.89%"	173	5	73.49	367.43
"2024-11-16"	"Sa"	"Welcome Residenzschloss Bamberg"	2	"1.09%"	184	2	121.97	243.93
"2024-11-16"	"Sa"	"Welcome Kongresshotel Bamberg"	16	"9.36%"	171	16	81.07	1297.14
"2024-11-16"	"Sa"	"Welcome Hotel Marburg"	2	"1.33%"	150	2	136.28	272.57
"2024-11-16"	"Sa"	"Welcome Hotel Paderborn"	10	"6.54%"	153	10	92.93	929.27
"2024-11-16"	"Sa"	"Welcome Hotel Bad Arolsen"	23	"19.33%"	119	23	126.15	2901.46
"2024-11-16"	"Sa"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-16"	"Sa"	"Welcome Hotel Wesel"	1	"0.97%"	103	1	0.00	0.00
"2024-11-16"	"Sa"	"Welcome Hotel Dorf Munsterland"	7	"5.34%"	131	7	97.72	684.05
"2024-11-16"	"Sa"	"Welcome Hotel Neckarsulm"	0	"0.00%"	162	0	0.00	0.00
"2024-11-16"	"Sa"	"Welcome Parkhotel Euskirchen"	2	"2.17%"	92	2	145.51	291.02
"2024-11-16"	"Sa"	"All"	80	"4.54%"	1762	80	99.37	7949.80
"2024-11-17"	"Su"	"Welcome Hotel Darmstadt"	10	"4.81%"	208	10	108.72	1087.20
"2024-11-17"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	21	"12.14%"	173	21	81.91	1720.15
"2024-11-17"	"Su"	"Welcome Residenzschloss Bamberg"	26	"14.13%"	184	26	130.30	3387.85
"2024-11-17"	"Su"	"Welcome Kongresshotel Bamberg"	13	"7.60%"	171	13	80.41	1045.27
"2024-11-17"	"Su"	"Welcome Hotel Marburg"	2	"1.33%"	150	2	110.98	221.96
"2024-11-17"	"Su"	"Welcome Hotel Paderborn"	0	"0.00%"	153	0	0.00	0.00
"2024-11-17"	"Su"	"Welcome Hotel Bad Arolsen"	13	"10.92%"	119	13	88.05	1144.69
"2024-11-17"	"Su"	"Welcome Hotel Meschede / Hennesee"	1	"0.86%"	116	1	64.49	64.49
"2024-11-17"	"Su"	"Welcome Hotel Wesel"	0	"0.00%"	103	0	0.00	0.00
"2024-11-17"	"Su"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-17"	"Su"	"Welcome Hotel Neckarsulm"	2	"1.23%"	162	2	80.35	160.70
"2024-11-17"	"Su"	"Welcome Parkhotel Euskirchen"	5	"5.43%"	92	5	48.79	243.93
"2024-11-17"	"Su"	"All"	96	"5.45%"	1762	96	94.54	9076.24
"2024-11-18"	"Mo"	"Welcome Hotel Darmstadt"	29	"13.94%"	208	29	143.32	4156.34
"2024-11-18"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	155	"89.60%"	173	155	187.06	28995.01
"2024-11-18"	"Mo"	"Welcome Residenzschloss Bamberg"	90	"48.91%"	184	90	120.77	10869.15
"2024-11-18"	"Mo"	"Welcome Kongresshotel Bamberg"	170	"99.42%"	171	170	112.62	19144.86
"2024-11-18"	"Mo"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-18"	"Mo"	"Welcome Hotel Paderborn"	34	"22.22%"	153	34	75.23	2557.94
"2024-11-18"	"Mo"	"Welcome Hotel Bad Arolsen"	9	"7.56%"	119	9	76.59	689.27
"2024-11-18"	"Mo"	"Welcome Hotel Meschede / Hennesee"	1	"0.86%"	116	1	64.49	64.49
"2024-11-18"	"Mo"	"Welcome Hotel Wesel"	0	"0.00%"	103	0	0.00	0.00
"2024-11-18"	"Mo"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-18"	"Mo"	"Welcome Hotel Neckarsulm"	77	"47.53%"	162	77	139.94	10775.61
"2024-11-18"	"Mo"	"Welcome Parkhotel Euskirchen"	2	"2.17%"	92	2	112.15	224.30
"2024-11-18"	"Mo"	"All"	570	"32.35%"	1762	570	135.92	77476.97
"2024-11-19"	"Tu"	"Welcome Hotel Darmstadt"	34	"16.35%"	208	34	139.40	4739.61
"2024-11-19"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	159	"91.91%"	173	159	207.47	32987.91
"2024-11-19"	"Tu"	"Welcome Residenzschloss Bamberg"	43	"23.37%"	184	43	115.40	4962.15
"2024-11-19"	"Tu"	"Welcome Kongresshotel Bamberg"	170	"99.42%"	171	170	112.62	19144.86
"2024-11-19"	"Tu"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-19"	"Tu"	"Welcome Hotel Paderborn"	35	"22.88%"	153	35	76.41	2674.30
"2024-11-19"	"Tu"	"Welcome Hotel Bad Arolsen"	3	"2.52%"	119	3	109.92	329.76
"2024-11-19"	"Tu"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-19"	"Tu"	"Welcome Hotel Wesel"	17	"16.50%"	103	17	99.07	1684.11
"2024-11-19"	"Tu"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-19"	"Tu"	"Welcome Hotel Neckarsulm"	10	"6.17%"	162	10	115.57	1155.69
"2024-11-19"	"Tu"	"Welcome Parkhotel Euskirchen"	15	"16.30%"	92	15	160.34	2405.14
"2024-11-19"	"Tu"	"All"	489	"27.75%"	1762	489	143.32	70083.53
"2024-11-20"	"We"	"Welcome Hotel Darmstadt"	19	"9.13%"	208	19	128.76	2446.50
"2024-11-20"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	148	"85.55%"	173	148	206.48	30559.03
"2024-11-20"	"We"	"Welcome Residenzschloss Bamberg"	101	"54.89%"	184	101	114.61	11575.25
"2024-11-20"	"We"	"Welcome Kongresshotel Bamberg"	41	"23.98%"	171	41	93.75	3843.60
"2024-11-20"	"We"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-20"	"We"	"Welcome Hotel Paderborn"	40	"26.14%"	153	40	79.75	3190.10
"2024-11-20"	"We"	"Welcome Hotel Bad Arolsen"	0	"0.00%"	119	0	0.00	0.00
"2024-11-20"	"We"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-20"	"We"	"Welcome Hotel Wesel"	19	"18.45%"	103	19	99.07	1882.24
"2024-11-20"	"We"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-20"	"We"	"Welcome Hotel Neckarsulm"	5	"3.09%"	162	5	74.03	370.15
"2024-11-20"	"We"	"Welcome Parkhotel Euskirchen"	2	"2.17%"	92	2	112.15	224.30
"2024-11-20"	"We"	"All"	378	"21.45%"	1762	378	143.10	54091.17
"2024-11-21"	"Th"	"Welcome Hotel Darmstadt"	52	"25.00%"	208	52	94.22	4899.49
"2024-11-21"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	113	"65.32%"	173	113	195.78	22123.40
"2024-11-21"	"Th"	"Welcome Residenzschloss Bamberg"	101	"54.89%"	184	101	125.48	12673.38
"2024-11-21"	"Th"	"Welcome Kongresshotel Bamberg"	54	"31.58%"	171	54	90.05	4862.66
"2024-11-21"	"Th"	"Welcome Hotel Marburg"	0	"0.00%"	150	0	0.00	0.00
"2024-11-21"	"Th"	"Welcome Hotel Paderborn"	41	"26.80%"	153	41	82.03	3363.43
"2024-11-21"	"Th"	"Welcome Hotel Bad Arolsen"	0	"0.00%"	119	0	0.00	0.00
"2024-11-21"	"Th"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-21"	"Th"	"Welcome Hotel Wesel"	11	"10.68%"	103	11	97.75	1075.24
"2024-11-21"	"Th"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-21"	"Th"	"Welcome Hotel Neckarsulm"	6	"3.70%"	162	6	74.88	449.30
"2024-11-21"	"Th"	"Welcome Parkhotel Euskirchen"	2	"2.17%"	92	2	112.15	224.30
"2024-11-21"	"Th"	"All"	383	"21.74%"	1762	383	129.69	49671.20
"2024-11-22"	"Fr"	"Welcome Hotel Darmstadt"	27	"12.98%"	208	27	109.96	2968.79
"2024-11-22"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	11	"6.36%"	173	11	79.65	876.15
"2024-11-22"	"Fr"	"Welcome Residenzschloss Bamberg"	88	"47.83%"	184	88	127.07	11181.85
"2024-11-22"	"Fr"	"Welcome Kongresshotel Bamberg"	154	"90.06%"	171	154	85.28	13133.68
"2024-11-22"	"Fr"	"Welcome Hotel Marburg"	2	"1.33%"	150	2	105.38	210.75
"2024-11-22"	"Fr"	"Welcome Hotel Paderborn"	5	"3.27%"	153	5	108.67	543.37
"2024-11-22"	"Fr"	"Welcome Hotel Bad Arolsen"	13	"10.92%"	119	13	108.25	1407.28
"2024-11-22"	"Fr"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-22"	"Fr"	"Welcome Hotel Wesel"	106	"102.91%"	103	106	100.85	10690.52
"2024-11-22"	"Fr"	"Welcome Hotel Dorf Munsterland"	28	"21.37%"	131	28	119.05	3333.42
"2024-11-22"	"Fr"	"Welcome Hotel Neckarsulm"	0	"0.00%"	162	0	0.00	0.00
"2024-11-22"	"Fr"	"Welcome Parkhotel Euskirchen"	5	"5.43%"	92	5	156.13	780.64
"2024-11-22"	"Fr"	"All"	439	"24.91%"	1762	439	102.79	45126.45
"2024-11-23"	"Sa"	"Welcome Hotel Darmstadt"	26	"12.50%"	208	26	110.67	2877.50
"2024-11-23"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	3	"1.73%"	173	3	80.37	241.11
"2024-11-23"	"Sa"	"Welcome Residenzschloss Bamberg"	9	"4.89%"	184	9	126.13	1135.14
"2024-11-23"	"Sa"	"Welcome Kongresshotel Bamberg"	154	"90.06%"	171	154	85.28	13133.68
"2024-11-23"	"Sa"	"Welcome Hotel Marburg"	10	"6.67%"	150	10	116.17	1161.68
"2024-11-23"	"Sa"	"Welcome Hotel Paderborn"	0	"0.00%"	153	0	0.00	0.00
"2024-11-23"	"Sa"	"Welcome Hotel Bad Arolsen"	15	"12.61%"	119	15	111.93	1678.95
"2024-11-23"	"Sa"	"Welcome Hotel Meschede / Hennesee"	0	"0.00%"	116	0	0.00	0.00
"2024-11-23"	"Sa"	"Welcome Hotel Wesel"	7	"6.80%"	103	7	103.46	724.22
"2024-11-23"	"Sa"	"Welcome Hotel Dorf Munsterland"	69	"52.67%"	131	69	102.39	7064.94
"2024-11-23"	"Sa"	"Welcome Hotel Neckarsulm"	0	"0.00%"	162	0	0.00	0.00
"2024-11-23"	"Sa"	"Welcome Parkhotel Euskirchen"	4	"4.35%"	92	4	121.35	485.41
"2024-11-23"	"Sa"	"All"	297	"16.86%"	1762	297	95.97	28502.63
"2024-11-24"	"Su"	"Welcome Hotel Darmstadt"	0	"0.00%"	208	0	0.00	0.00
"2024-11-24"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	2	"1.16%"	173	2	72.59	145.19
"2024-11-24"	"Su"	"Welcome Residenzschloss Bamberg"	7	"3.80%"	184	7	126.51	885.55
"2024-11-24"	"Su"	"Welcome Kongresshotel Bamberg"	16	"9.36%"	171	16	78.04	1248.64
"2024-11-24"	"Su"	"Welcome Hotel Marburg"	42	"28.00%"	150	42	102.34	4298.13
"2024-11-24"	"Su"	"Welcome Hotel Paderborn"	0	"0.00%"	153	0	0.00	0.00
"2024-11-24"	"Su"	"Welcome Hotel Bad Arolsen"	4	"3.36%"	119	4	102.23	408.93
"2024-11-24"	"Su"	"Welcome Hotel Meschede / Hennesee"	2	"1.72%"	116	2	88.78	177.57
"2024-11-24"	"Su"	"Welcome Hotel Wesel"	1	"0.97%"	103	1	116.21	116.21
"2024-11-24"	"Su"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-24"	"Su"	"Welcome Hotel Neckarsulm"	1	"0.62%"	162	1	100.47	100.47
"2024-11-24"	"Su"	"Welcome Parkhotel Euskirchen"	1	"1.09%"	92	1	107.94	107.94
"2024-11-24"	"Su"	"All"	79	"4.48%"	1762	79	94.79	7488.63
"2024-11-25"	"Mo"	"Welcome Hotel Darmstadt"	13	"6.25%"	208	13	124.04	1612.51
"2024-11-25"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	1	"0.58%"	173	1	70.42	70.42
"2024-11-25"	"Mo"	"Welcome Residenzschloss Bamberg"	137	"74.46%"	184	137	108.79	14904.73
"2024-11-25"	"Mo"	"Welcome Kongresshotel Bamberg"	168	"98.25%"	171	168	102.90	17287.87
"2024-11-25"	"Mo"	"Welcome Hotel Marburg"	43	"28.67%"	150	43	102.94	4426.63
"2024-11-25"	"Mo"	"Welcome Hotel Paderborn"	35	"22.88%"	153	35	75.23	2633.17
"2024-11-25"	"Mo"	"Welcome Hotel Bad Arolsen"	2	"1.68%"	119	2	77.57	155.14
"2024-11-25"	"Mo"	"Welcome Hotel Meschede / Hennesee"	73	"62.93%"	116	73	96.47	7042.52
"2024-11-25"	"Mo"	"Welcome Hotel Wesel"	3	"2.91%"	103	3	99.40	298.21
"2024-11-25"	"Mo"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-25"	"Mo"	"Welcome Hotel Neckarsulm"	4	"2.47%"	162	4	105.84	423.37
"2024-11-25"	"Mo"	"Welcome Parkhotel Euskirchen"	1	"1.09%"	92	1	107.94	107.94
"2024-11-25"	"Mo"	"All"	483	"27.41%"	1762	483	101.37	48962.51
"2024-11-26"	"Tu"	"Welcome Hotel Darmstadt"	51	"24.52%"	208	51	123.52	6299.72
"2024-11-26"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	7	"4.05%"	173	7	91.33	639.28
"2024-11-26"	"Tu"	"Welcome Residenzschloss Bamberg"	86	"46.74%"	184	86	103.87	8932.76
"2024-11-26"	"Tu"	"Welcome Kongresshotel Bamberg"	105	"61.40%"	171	105	103.48	10865.34
"2024-11-26"	"Tu"	"Welcome Hotel Marburg"	43	"28.67%"	150	43	102.64	4413.55
"2024-11-26"	"Tu"	"Welcome Hotel Paderborn"	37	"24.18%"	153	37	77.12	2853.27
"2024-11-26"	"Tu"	"Welcome Hotel Bad Arolsen"	31	"26.05%"	119	31	88.32	2737.90
"2024-11-26"	"Tu"	"Welcome Hotel Meschede / Hennesee"	23	"19.83%"	116	23	90.16	2073.77
"2024-11-26"	"Tu"	"Welcome Hotel Wesel"	3	"2.91%"	103	3	99.40	298.21
"2024-11-26"	"Tu"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-26"	"Tu"	"Welcome Hotel Neckarsulm"	5	"3.09%"	162	5	111.50	557.49
"2024-11-26"	"Tu"	"Welcome Parkhotel Euskirchen"	1	"1.09%"	92	1	107.94	107.94
"2024-11-26"	"Tu"	"All"	395	"22.42%"	1762	395	100.71	39779.23
"2024-11-27"	"We"	"Welcome Hotel Darmstadt"	96	"46.15%"	208	96	124.79	11980.25
"2024-11-27"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	8	"4.62%"	173	8	89.88	719.05
"2024-11-27"	"We"	"Welcome Residenzschloss Bamberg"	52	"28.26%"	184	52	101.17	5260.93
"2024-11-27"	"We"	"Welcome Kongresshotel Bamberg"	99	"57.89%"	171	99	105.48	10442.55
"2024-11-27"	"We"	"Welcome Hotel Marburg"	45	"30.00%"	150	45	103.42	4653.73
"2024-11-27"	"We"	"Welcome Hotel Paderborn"	20	"13.07%"	153	20	78.72	1574.30
"2024-11-27"	"We"	"Welcome Hotel Bad Arolsen"	26	"21.85%"	119	26	88.32	2296.31
"2024-11-27"	"We"	"Welcome Hotel Meschede / Hennesee"	23	"19.83%"	116	23	90.16	2073.77
"2024-11-27"	"We"	"Welcome Hotel Wesel"	0	"0.00%"	103	0	0.00	0.00
"2024-11-27"	"We"	"Welcome Hotel Dorf Munsterland"	3	"2.29%"	131	3	0.00	0.00
"2024-11-27"	"We"	"Welcome Hotel Neckarsulm"	4	"2.47%"	162	4	108.18	432.72
"2024-11-27"	"We"	"Welcome Parkhotel Euskirchen"	6	"6.52%"	92	6	107.94	647.64
"2024-11-27"	"We"	"All"	382	"21.68%"	1762	382	104.92	40081.25
"2024-11-28"	"Th"	"Welcome Hotel Darmstadt"	22	"10.58%"	208	22	147.25	3239.50
"2024-11-28"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	0	"0.00%"	173	0	0.00	0.00
"2024-11-28"	"Th"	"Welcome Residenzschloss Bamberg"	61	"33.15%"	184	61	102.86	6274.51
"2024-11-28"	"Th"	"Welcome Kongresshotel Bamberg"	161	"94.15%"	171	161	93.97	15128.61
"2024-11-28"	"Th"	"Welcome Hotel Marburg"	45	"30.00%"	150	45	103.42	4653.73
"2024-11-28"	"Th"	"Welcome Hotel Paderborn"	21	"13.73%"	153	21	76.59	1608.40
"2024-11-28"	"Th"	"Welcome Hotel Bad Arolsen"	0	"0.00%"	119	0	0.00	0.00
