"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"2024-07-09"	"Tu"	"Welcome Hotel Darmstadt"	116	"55.77%"	208	116	114.14
"2024-07-09"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	20	"11.56%"	173	20	84.30
"2024-07-09"	"Tu"	"Welcome Residenzschloss Bamberg"	173	"94.02%"	184	173	100.12
"2024-07-09"	"Tu"	"Welcome Kongresshotel Bamberg"	173	"101.17%"	171	173	91.41
"2024-07-09"	"Tu"	"Welcome Hotel Marburg"	27	"18.00%"	150	27	117.46
"2024-07-09"	"Tu"	"Welcome Hotel Paderborn"	49	"32.03%"	153	49	64.79
"2024-07-09"	"Tu"	"Welcome Hotel Bad Arolsen"	45	"37.82%"	119	45	70.98
"2024-07-09"	"Tu"	"Welcome Hotel Meschede / Hennesee"	52	"44.83%"	116	52	89.48
"2024-07-09"	"Tu"	"Welcome Hotel Wesel"	21	"20.39%"	103	21	114.09
"2024-07-09"	"Tu"	"Welcome Hotel Dorf Munsterland"	5	"3.82%"	131	5	32.25
"2024-07-09"	"Tu"	"Welcome Hotel Neckarsulm"	151	"93.21%"	162	151	124.35
"2024-07-09"	"Tu"	"Welcome Parkhotel Euskirchen"	12	"13.04%"	92	12	115.06
"2024-07-09"	"Tu"	"All"	844	"47.90%"	1762	844	100.68
"2024-07-10"	"We"	"Welcome Hotel Darmstadt"	201	"96.63%"	208	201	115.96
"2024-07-10"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	23	"13.29%"	173	23	89.94
"2024-07-10"	"We"	"Welcome Residenzschloss Bamberg"	172	"93.48%"	184	172	98.34
"2024-07-10"	"We"	"Welcome Kongresshotel Bamberg"	173	"101.17%"	171	173	91.41
"2024-07-10"	"We"	"Welcome Hotel Marburg"	41	"27.33%"	150	41	110.63
"2024-07-10"	"We"	"Welcome Hotel Paderborn"	88	"57.52%"	153	88	117.07
"2024-07-10"	"We"	"Welcome Hotel Bad Arolsen"	40	"33.61%"	119	40	69.57
"2024-07-10"	"We"	"Welcome Hotel Meschede / Hennesee"	73	"62.93%"	116	73	92.55
"2024-07-10"	"We"	"Welcome Hotel Wesel"	21	"20.39%"	103	21	107.86
"2024-07-10"	"We"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	21.51
"2024-07-10"	"We"	"Welcome Hotel Neckarsulm"	131	"80.86%"	162	131	118.80
"2024-07-10"	"We"	"Welcome Parkhotel Euskirchen"	7	"7.61%"	92	7	114.08
"2024-07-10"	"We"	"All"	974	"55.28%"	1762	974	103.89
"2024-07-11"	"Th"	"Welcome Hotel Darmstadt"	155	"74.52%"	208	155	112.60
"2024-07-11"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	20	"11.56%"	173	20	92.46
"2024-07-11"	"Th"	"Welcome Residenzschloss Bamberg"	169	"91.85%"	184	169	98.05
"2024-07-11"	"Th"	"Welcome Kongresshotel Bamberg"	174	"101.75%"	171	174	91.79
"2024-07-11"	"Th"	"Welcome Hotel Marburg"	24	"16.00%"	150	24	118.61
"2024-07-11"	"Th"	"Welcome Hotel Paderborn"	42	"27.45%"	153	42	81.32
"2024-07-11"	"Th"	"Welcome Hotel Bad Arolsen"	103	"86.55%"	119	103	103.00
"2024-07-11"	"Th"	"Welcome Hotel Meschede / Hennesee"	34	"29.31%"	116	34	93.59
"2024-07-11"	"Th"	"Welcome Hotel Wesel"	22	"21.36%"	103	22	110.81
"2024-07-11"	"Th"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	21.51
"2024-07-11"	"Th"	"Welcome Hotel Neckarsulm"	151	"93.21%"	162	151	121.16
"2024-07-11"	"Th"	"Welcome Parkhotel Euskirchen"	5	"5.43%"	92	5	102.80
"2024-07-11"	"Th"	"All"	903	"51.25%"	1762	903	103.24
"2024-07-12"	"Fr"	"Welcome Hotel Darmstadt"	37	"17.79%"	208	37	99.21
"2024-07-12"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	39	"22.54%"	173	39	81.51
"2024-07-12"	"Fr"	"Welcome Residenzschloss Bamberg"	50	"27.17%"	184	50	148.30
"2024-07-12"	"Fr"	"Welcome Kongresshotel Bamberg"	79	"46.20%"	171	79	129.67
"2024-07-12"	"Fr"	"Welcome Hotel Marburg"	106	"70.67%"	150	106	133.15
"2024-07-12"	"Fr"	"Welcome Hotel Paderborn"	10	"6.54%"	153	10	90.03
"2024-07-12"	"Fr"	"Welcome Hotel Bad Arolsen"	58	"48.74%"	119	58	85.40
"2024-07-12"	"Fr"	"Welcome Hotel Meschede / Hennesee"	29	"25.00%"	116	29	96.50
"2024-07-12"	"Fr"	"Welcome Hotel Wesel"	21	"20.39%"	103	21	115.88
"2024-07-12"	"Fr"	"Welcome Hotel Dorf Munsterland"	33	"25.19%"	131	33	116.16
"2024-07-12"	"Fr"	"Welcome Hotel Neckarsulm"	7	"4.32%"	162	7	82.01
"2024-07-12"	"Fr"	"Welcome Parkhotel Euskirchen"	5	"5.43%"	92	5	103.85
"2024-07-12"	"Fr"	"All"	474	"26.90%"	1762	474	115.26
"2024-07-13"	"Sa"	"Welcome Hotel Darmstadt"	40	"19.23%"	208	40	98.52
"2024-07-13"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	32	"18.50%"	173	32	75.37
"2024-07-13"	"Sa"	"Welcome Residenzschloss Bamberg"	52	"28.26%"	184	52	149.74
"2024-07-13"	"Sa"	"Welcome Kongresshotel Bamberg"	80	"46.78%"	171	80	132.91
"2024-07-13"	"Sa"	"Welcome Hotel Marburg"	77	"51.33%"	150	77	140.33
"2024-07-13"	"Sa"	"Welcome Hotel Paderborn"	9	"5.88%"	153	9	89.82
"2024-07-13"	"Sa"	"Welcome Hotel Bad Arolsen"	60	"50.42%"	119	60	86.19
"2024-07-13"	"Sa"	"Welcome Hotel Meschede / Hennesee"	42	"36.21%"	116	42	96.95
"2024-07-13"	"Sa"	"Welcome Hotel Wesel"	42	"40.78%"	103	42	125.49
"2024-07-13"	"Sa"	"Welcome Hotel Dorf Munsterland"	105	"80.15%"	131	105	134.76
"2024-07-13"	"Sa"	"Welcome Hotel Neckarsulm"	21	"12.96%"	162	21	76.29
"2024-07-13"	"Sa"	"Welcome Parkhotel Euskirchen"	21	"22.83%"	92	21	115.91
"2024-07-13"	"Sa"	"All"	581	"32.97%"	1762	581	118.91
"2024-07-14"	"Su"	"Welcome Hotel Darmstadt"	13	"6.25%"	208	13	95.10
"2024-07-14"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	10	"5.78%"	173	10	67.93
"2024-07-14"	"Su"	"Welcome Residenzschloss Bamberg"	31	"16.85%"	184	31	116.35
"2024-07-14"	"Su"	"Welcome Kongresshotel Bamberg"	25	"14.62%"	171	25	78.99
"2024-07-14"	"Su"	"Welcome Hotel Marburg"	16	"10.67%"	150	16	123.64
"2024-07-14"	"Su"	"Welcome Hotel Paderborn"	1	"0.65%"	153	1	181.31
"2024-07-14"	"Su"	"Welcome Hotel Bad Arolsen"	28	"23.53%"	119	28	90.48
"2024-07-14"	"Su"	"Welcome Hotel Meschede / Hennesee"	25	"21.55%"	116	25	97.54
"2024-07-14"	"Su"	"Welcome Hotel Wesel"	8	"7.77%"	103	8	111.93
"2024-07-14"	"Su"	"Welcome Hotel Dorf Munsterland"	6	"4.58%"	131	6	32.66
"2024-07-14"	"Su"	"Welcome Hotel Neckarsulm"	14	"8.64%"	162	14	83.15
"2024-07-14"	"Su"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	104.80
"2024-07-14"	"Su"	"All"	180	"10.22%"	1762	180	95.55
"2024-07-15"	"Mo"	"Welcome Hotel Darmstadt"	22	"10.58%"	208	22	98.47
"2024-07-15"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	17	"9.83%"	173	17	71.05
"2024-07-15"	"Mo"	"Welcome Residenzschloss Bamberg"	179	"97.28%"	184	179	95.02
"2024-07-15"	"Mo"	"Welcome Kongresshotel Bamberg"	175	"102.34%"	171	175	92.53
"2024-07-15"	"Mo"	"Welcome Hotel Marburg"	31	"20.67%"	150	31	108.36
"2024-07-15"	"Mo"	"Welcome Hotel Paderborn"	2	"1.31%"	153	2	136.50
"2024-07-15"	"Mo"	"Welcome Hotel Bad Arolsen"	23	"19.33%"	119	23	84.16
"2024-07-15"	"Mo"	"Welcome Hotel Meschede / Hennesee"	24	"20.69%"	116	24	87.68
"2024-07-15"	"Mo"	"Welcome Hotel Wesel"	12	"11.65%"	103	12	103.06
"2024-07-15"	"Mo"	"Welcome Hotel Dorf Munsterland"	7	"5.34%"	131	7	41.42
"2024-07-15"	"Mo"	"Welcome Hotel Neckarsulm"	27	"16.67%"	162	27	107.78
"2024-07-15"	"Mo"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	109.64
"2024-07-15"	"Mo"	"All"	522	"29.63%"	1762	522	93.90
"2024-07-16"	"Tu"	"Welcome Hotel Darmstadt"	35	"16.83%"	208	35	96.54
"2024-07-16"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	21	"12.14%"	173	21	67.26
"2024-07-16"	"Tu"	"Welcome Residenzschloss Bamberg"	181	"98.37%"	184	181	95.93
"2024-07-16"	"Tu"	"Welcome Kongresshotel Bamberg"	175	"102.34%"	171	175	92.53
"2024-07-16"	"Tu"	"Welcome Hotel Marburg"	17	"11.33%"	150	17	109.24
"2024-07-16"	"Tu"	"Welcome Hotel Paderborn"	17	"11.11%"	153	17	97.55
"2024-07-16"	"Tu"	"Welcome Hotel Bad Arolsen"	19	"15.97%"	119	19	98.36
"2024-07-16"	"Tu"	"Welcome Hotel Meschede / Hennesee"	36	"31.03%"	116	36	91.92
"2024-07-16"	"Tu"	"Welcome Hotel Wesel"	9	"8.74%"	103	9	111.55
"2024-07-16"	"Tu"	"Welcome Hotel Dorf Munsterland"	8	"6.11%"	131	8	40.56
"2024-07-16"	"Tu"	"Welcome Hotel Neckarsulm"	33	"20.37%"	162	33	110.42
"2024-07-16"	"Tu"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	115.61
"2024-07-16"	"Tu"	"All"	554	"31.44%"	1762	554	94.51
"2024-07-17"	"We"	"Welcome Hotel Darmstadt"	35	"16.83%"	208	35	93.52
"2024-07-17"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	22	"12.72%"	173	22	74.33
"2024-07-17"	"We"	"Welcome Residenzschloss Bamberg"	180	"97.83%"	184	180	95.28
"2024-07-17"	"We"	"Welcome Kongresshotel Bamberg"	175	"102.34%"	171	175	92.53
"2024-07-17"	"We"	"Welcome Hotel Marburg"	12	"8.00%"	150	12	96.49
"2024-07-17"	"We"	"Welcome Hotel Paderborn"	44	"28.76%"	153	44	93.47
"2024-07-17"	"We"	"Welcome Hotel Bad Arolsen"	21	"17.65%"	119	21	116.00
"2024-07-17"	"We"	"Welcome Hotel Meschede / Hennesee"	22	"18.97%"	116	22	94.99
"2024-07-17"	"We"	"Welcome Hotel Wesel"	6	"5.83%"	103	6	110.42
"2024-07-17"	"We"	"Welcome Hotel Dorf Munsterland"	5	"3.82%"	131	5	33.93
"2024-07-17"	"We"	"Welcome Hotel Neckarsulm"	31	"19.14%"	162	31	110.85
"2024-07-17"	"We"	"Welcome Parkhotel Euskirchen"	1	"1.09%"	92	1	118.88
"2024-07-17"	"We"	"All"	554	"31.44%"	1762	554	94.65
"2024-07-18"	"Th"	"Welcome Hotel Darmstadt"	34	"16.35%"	208	34	98.94
"2024-07-18"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	28	"16.18%"	173	28	59.12
"2024-07-18"	"Th"	"Welcome Residenzschloss Bamberg"	157	"85.33%"	184	157	83.00
"2024-07-18"	"Th"	"Welcome Kongresshotel Bamberg"	175	"102.34%"	171	175	92.53
"2024-07-18"	"Th"	"Welcome Hotel Marburg"	30	"20.00%"	150	30	95.30
"2024-07-18"	"Th"	"Welcome Hotel Paderborn"	104	"67.97%"	153	104	99.12
"2024-07-18"	"Th"	"Welcome Hotel Bad Arolsen"	18	"15.13%"	119	18	114.47
"2024-07-18"	"Th"	"Welcome Hotel Meschede / Hennesee"	18	"15.52%"	116	18	99.60
"2024-07-18"	"Th"	"Welcome Hotel Wesel"	17	"16.50%"	103	17	118.26
"2024-07-18"	"Th"	"Welcome Hotel Dorf Munsterland"	6	"4.58%"	131	6	36.65
"2024-07-18"	"Th"	"Welcome Hotel Neckarsulm"	38	"23.46%"	162	38	95.56
"2024-07-18"	"Th"	"Welcome Parkhotel Euskirchen"	8	"8.70%"	92	8	120.68
"2024-07-18"	"Th"	"All"	633	"35.93%"	1762	633	91.77
"2024-07-19"	"Fr"	"Welcome Hotel Darmstadt"	65	"31.25%"	208	65	99.74
"2024-07-19"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	21	"12.14%"	173	21	58.77
"2024-07-19"	"Fr"	"Welcome Residenzschloss Bamberg"	99	"53.80%"	184	99	142.93
"2024-07-19"	"Fr"	"Welcome Kongresshotel Bamberg"	160	"93.57%"	171	160	114.91
"2024-07-19"	"Fr"	"Welcome Hotel Marburg"	54	"36.00%"	150	54	112.94
"2024-07-19"	"Fr"	"Welcome Hotel Paderborn"	59	"38.56%"	153	59	101.99
"2024-07-19"	"Fr"	"Welcome Hotel Bad Arolsen"	23	"19.33%"	119	23	115.20
"2024-07-19"	"Fr"	"Welcome Hotel Meschede / Hennesee"	41	"35.34%"	116	41	99.54
"2024-07-19"	"Fr"	"Welcome Hotel Wesel"	102	"99.03%"	103	102	178.24
"2024-07-19"	"Fr"	"Welcome Hotel Dorf Munsterland"	19	"14.50%"	131	19	86.47
"2024-07-19"	"Fr"	"Welcome Hotel Neckarsulm"	17	"10.49%"	162	17	66.23
"2024-07-19"	"Fr"	"Welcome Parkhotel Euskirchen"	23	"25.00%"	92	23	107.99
"2024-07-19"	"Fr"	"All"	683	"38.76%"	1762	683	120.84
"2024-07-20"	"Sa"	"Welcome Hotel Darmstadt"	54	"25.96%"	208	54	100.91
"2024-07-20"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	17	"9.83%"	173	17	66.25
"2024-07-20"	"Sa"	"Welcome Residenzschloss Bamberg"	89	"48.37%"	184	89	167.07
"2024-07-20"	"Sa"	"Welcome Kongresshotel Bamberg"	93	"54.39%"	171	93	143.89
"2024-07-20"	"Sa"	"Welcome Hotel Marburg"	53	"35.33%"	150	53	116.67
"2024-07-20"	"Sa"	"Welcome Hotel Paderborn"	57	"37.25%"	153	57	100.91
"2024-07-20"	"Sa"	"Welcome Hotel Bad Arolsen"	30	"25.21%"	119	30	115.83
"2024-07-20"	"Sa"	"Welcome Hotel Meschede / Hennesee"	51	"43.97%"	116	51	102.80
"2024-07-20"	"Sa"	"Welcome Hotel Wesel"	102	"99.03%"	103	102	178.24
"2024-07-20"	"Sa"	"Welcome Hotel Dorf Munsterland"	65	"49.62%"	131	65	116.86
"2024-07-20"	"Sa"	"Welcome Hotel Neckarsulm"	86	"53.09%"	162	86	64.60
"2024-07-20"	"Sa"	"Welcome Parkhotel Euskirchen"	32	"34.78%"	92	32	106.58
"2024-07-20"	"Sa"	"All"	729	"41.37%"	1762	729	123.76
"2024-07-21"	"Su"	"Welcome Hotel Darmstadt"	15	"7.21%"	208	15	84.76
"2024-07-21"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	5	"2.89%"	173	5	61.27
"2024-07-21"	"Su"	"Welcome Residenzschloss Bamberg"	38	"20.65%"	184	38	109.35
"2024-07-21"	"Su"	"Welcome Kongresshotel Bamberg"	28	"16.37%"	171	28	94.99
"2024-07-21"	"Su"	"Welcome Hotel Marburg"	27	"18.00%"	150	27	99.95
"2024-07-21"	"Su"	"Welcome Hotel Paderborn"	17	"11.11%"	153	17	102.29
"2024-07-21"	"Su"	"Welcome Hotel Bad Arolsen"	20	"16.81%"	119	20	86.49
"2024-07-21"	"Su"	"Welcome Hotel Meschede / Hennesee"	19	"16.38%"	116	19	113.91
"2024-07-21"	"Su"	"Welcome Hotel Wesel"	102	"99.03%"	103	102	178.24
"2024-07-21"	"Su"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	23.48
"2024-07-21"	"Su"	"Welcome Hotel Neckarsulm"	4	"2.47%"	162	4	99.56
"2024-07-21"	"Su"	"Welcome Parkhotel Euskirchen"	9	"9.78%"	92	9	117.63
"2024-07-21"	"Su"	"All"	288	"16.35%"	1762	288	126.58
"2024-07-22"	"Mo"	"Welcome Hotel Darmstadt"	11	"5.29%"	208	11	84.26
"2024-07-22"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	9	"5.20%"	173	9	60.50
"2024-07-22"	"Mo"	"Welcome Residenzschloss Bamberg"	43	"23.37%"	184	43	108.81
"2024-07-22"	"Mo"	"Welcome Kongresshotel Bamberg"	9	"5.26%"	171	9	104.62
"2024-07-22"	"Mo"	"Welcome Hotel Marburg"	16	"10.67%"	150	16	105.43
"2024-07-22"	"Mo"	"Welcome Hotel Paderborn"	3	"1.96%"	153	3	126.53
"2024-07-22"	"Mo"	"Welcome Hotel Bad Arolsen"	24	"20.17%"	119	24	79.62
"2024-07-22"	"Mo"	"Welcome Hotel Meschede / Hennesee"	17	"14.66%"	116	17	110.85
"2024-07-22"	"Mo"	"Welcome Hotel Wesel"	7	"6.80%"	103	7	114.40
"2024-07-22"	"Mo"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	23.48
"2024-07-22"	"Mo"	"Welcome Hotel Neckarsulm"	21	"12.96%"	162	21	105.68
"2024-07-22"	"Mo"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	73.33
"2024-07-22"	"Mo"	"All"	167	"9.48%"	1762	167	97.53
"2024-07-23"	"Tu"	"Welcome Hotel Darmstadt"	16	"7.69%"	208	16	90.37
"2024-07-23"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	22	"12.72%"	173	22	67.56
"2024-07-23"	"Tu"	"Welcome Residenzschloss Bamberg"	51	"27.72%"	184	51	108.65
"2024-07-23"	"Tu"	"Welcome Kongresshotel Bamberg"	9	"5.26%"	171	9	107.21
"2024-07-23"	"Tu"	"Welcome Hotel Marburg"	45	"30.00%"	150	45	107.46
"2024-07-23"	"Tu"	"Welcome Hotel Paderborn"	6	"3.92%"	153	6	129.46
"2024-07-23"	"Tu"	"Welcome Hotel Bad Arolsen"	17	"14.29%"	119	17	88.07
"2024-07-23"	"Tu"	"Welcome Hotel Meschede / Hennesee"	14	"12.07%"	116	14	107.33
"2024-07-23"	"Tu"	"Welcome Hotel Wesel"	12	"11.65%"	103	12	120.32
"2024-07-23"	"Tu"	"Welcome Hotel Dorf Munsterland"	7	"5.34%"	131	7	43.34
"2024-07-23"	"Tu"	"Welcome Hotel Neckarsulm"	25	"15.43%"	162	25	108.94
"2024-07-23"	"Tu"	"Welcome Parkhotel Euskirchen"	3	"3.26%"	92	3	117.10
"2024-07-23"	"Tu"	"All"	227	"12.88%"	1762	227	100.76
"2024-07-24"	"We"	"Welcome Hotel Darmstadt"	7	"3.37%"	208	7	100.06
"2024-07-24"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	18	"10.40%"	173	18	71.97
"2024-07-24"	"We"	"Welcome Residenzschloss Bamberg"	98	"53.26%"	184	98	112.99
"2024-07-24"	"We"	"Welcome Kongresshotel Bamberg"	20	"11.70%"	171	20	103.62
"2024-07-24"	"We"	"Welcome Hotel Marburg"	41	"27.33%"	150	41	110.91
"2024-07-24"	"We"	"Welcome Hotel Paderborn"	6	"3.92%"	153	6	126.80
"2024-07-24"	"We"	"Welcome Hotel Bad Arolsen"	16	"13.45%"	119	16	94.91
"2024-07-24"	"We"	"Welcome Hotel Meschede / Hennesee"	17	"14.66%"	116	17	116.27
"2024-07-24"	"We"	"Welcome Hotel Wesel"	16	"15.53%"	103	16	119.25
"2024-07-24"	"We"	"Welcome Hotel Dorf Munsterland"	5	"3.82%"	131	5	32.36
"2024-07-24"	"We"	"Welcome Hotel Neckarsulm"	26	"16.05%"	162	26	89.44
"2024-07-24"	"We"	"Welcome Parkhotel Euskirchen"	1	"1.09%"	92	1	118.88
"2024-07-24"	"We"	"All"	271	"15.38%"	1762	271	105.01
"2024-07-25"	"Th"	"Welcome Hotel Darmstadt"	7	"3.37%"	208	7	82.57
"2024-07-25"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	14	"8.09%"	173	14	70.03
"2024-07-25"	"Th"	"Welcome Residenzschloss Bamberg"	76	"41.30%"	184	76	118.44
"2024-07-25"	"Th"	"Welcome Kongresshotel Bamberg"	31	"18.13%"	171	31	100.51
"2024-07-25"	"Th"	"Welcome Hotel Marburg"	12	"8.00%"	150	12	107.92
"2024-07-25"	"Th"	"Welcome Hotel Paderborn"	7	"4.58%"	153	7	116.46
"2024-07-25"	"Th"	"Welcome Hotel Bad Arolsen"	59	"49.58%"	119	59	94.91
"2024-07-25"	"Th"	"Welcome Hotel Meschede / Hennesee"	20	"17.24%"	116	20	112.45
"2024-07-25"	"Th"	"Welcome Hotel Wesel"	14	"13.59%"	103	14	117.60
"2024-07-25"	"Th"	"Welcome Hotel Dorf Munsterland"	7	"5.34%"	131	7	38.84
"2024-07-25"	"Th"	"Welcome Hotel Neckarsulm"	20	"12.35%"	162	20	81.06
"2024-07-25"	"Th"	"Welcome Parkhotel Euskirchen"	15	"16.30%"	92	15	115.26
"2024-07-25"	"Th"	"All"	282	"16.00%"	1762	282	102.49
"2024-07-26"	"Fr"	"Welcome Hotel Darmstadt"	14	"6.73%"	208	14	90.08
"2024-07-26"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	50	"28.90%"	173	50	60.73
"2024-07-26"	"Fr"	"Welcome Residenzschloss Bamberg"	55	"29.89%"	184	55	148.59
"2024-07-26"	"Fr"	"Welcome Kongresshotel Bamberg"	41	"23.98%"	171	41	129.47
"2024-07-26"	"Fr"	"Welcome Hotel Marburg"	53	"35.33%"	150	53	113.73
"2024-07-26"	"Fr"	"Welcome Hotel Paderborn"	32	"20.92%"	153	32	96.10
"2024-07-26"	"Fr"	"Welcome Hotel Bad Arolsen"	73	"61.34%"	119	73	97.95
"2024-07-26"	"Fr"	"Welcome Hotel Meschede / Hennesee"	49	"42.24%"	116	49	98.97
"2024-07-26"	"Fr"	"Welcome Hotel Wesel"	23	"22.33%"	103	23	115.80
"2024-07-26"	"Fr"	"Welcome Hotel Dorf Munsterland"	13	"9.92%"	131	13	97.39
"2024-07-26"	"Fr"	"Welcome Hotel Neckarsulm"	23	"14.20%"	162	23	63.26
"2024-07-26"	"Fr"	"Welcome Parkhotel Euskirchen"	9	"9.78%"	92	9	123.86
"2024-07-26"	"Fr"	"All"	435	"24.69%"	1762	435	104.32
"2024-07-27"	"Sa"	"Welcome Hotel Darmstadt"	19	"9.13%"	208	19	77.70
"2024-07-27"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	40	"23.12%"	173	40	60.13
"2024-07-27"	"Sa"	"Welcome Residenzschloss Bamberg"	52	"28.26%"	184	52	148.95
"2024-07-27"	"Sa"	"Welcome Kongresshotel Bamberg"	31	"18.13%"	171	31	129.07
"2024-07-27"	"Sa"	"Welcome Hotel Marburg"	54	"36.00%"	150	54	114.13
"2024-07-27"	"Sa"	"Welcome Hotel Paderborn"	46	"30.07%"	153	46	105.31
"2024-07-27"	"Sa"	"Welcome Hotel Bad Arolsen"	46	"38.66%"	119	46	99.39
"2024-07-27"	"Sa"	"Welcome Hotel Meschede / Hennesee"	63	"54.31%"	116	63	95.97
"2024-07-27"	"Sa"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	114.35
"2024-07-27"	"Sa"	"Welcome Hotel Dorf Munsterland"	50	"38.17%"	131	50	121.39
"2024-07-27"	"Sa"	"Welcome Hotel Neckarsulm"	40	"24.69%"	162	40	62.82
"2024-07-27"	"Sa"	"Welcome Parkhotel Euskirchen"	26	"28.26%"	92	26	115.50
"2024-07-27"	"Sa"	"All"	494	"28.04%"	1762	494	105.11
"2024-07-28"	"Su"	"Welcome Hotel Darmstadt"	21	"10.10%"	208	21	82.93
"2024-07-28"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	8	"4.62%"	173	8	58.79
"2024-07-28"	"Su"	"Welcome Residenzschloss Bamberg"	17	"9.24%"	184	17	125.21
"2024-07-28"	"Su"	"Welcome Kongresshotel Bamberg"	35	"20.47%"	171	35	73.60
"2024-07-28"	"Su"	"Welcome Hotel Marburg"	29	"19.33%"	150	29	94.59
"2024-07-28"	"Su"	"Welcome Hotel Paderborn"	10	"6.54%"	153	10	125.22
"2024-07-28"	"Su"	"Welcome Hotel Bad Arolsen"	25	"21.01%"	119	25	76.51
"2024-07-28"	"Su"	"Welcome Hotel Meschede / Hennesee"	14	"12.07%"	116	14	108.23
"2024-07-28"	"Su"	"Welcome Hotel Wesel"	23	"22.33%"	103	23	119.81
"2024-07-28"	"Su"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	16.96
"2024-07-28"	"Su"	"Welcome Hotel Neckarsulm"	4	"2.47%"	162	4	98.05
"2024-07-28"	"Su"	"Welcome Parkhotel Euskirchen"	2	"2.17%"	92	2	119.63
"2024-07-28"	"Su"	"All"	192	"10.90%"	1762	192	92.68
"2024-07-29"	"Mo"	"Welcome Hotel Darmstadt"	13	"6.25%"	208	13	84.01
"2024-07-29"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	11	"6.36%"	173	11	68.49
"2024-07-29"	"Mo"	"Welcome Residenzschloss Bamberg"	37	"20.11%"	184	37	120.58
"2024-07-29"	"Mo"	"Welcome Kongresshotel Bamberg"	29	"16.96%"	171	29	94.13
"2024-07-29"	"Mo"	"Welcome Hotel Marburg"	9	"6.00%"	150	9	114.44
"2024-07-29"	"Mo"	"Welcome Hotel Paderborn"	11	"7.19%"	153	11	116.92
"2024-07-29"	"Mo"	"Welcome Hotel Bad Arolsen"	22	"18.49%"	119	22	74.73
"2024-07-29"	"Mo"	"Welcome Hotel Meschede / Hennesee"	19	"16.38%"	116	19	113.81
"2024-07-29"	"Mo"	"Welcome Hotel Wesel"	14	"13.59%"	103	14	121.48
"2024-07-29"	"Mo"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	16.96
"2024-07-29"	"Mo"	"Welcome Hotel Neckarsulm"	5	"3.09%"	162	5	86.59
"2024-07-29"	"Mo"	"Welcome Parkhotel Euskirchen"	8	"8.70%"	92	8	113.99
"2024-07-29"	"Mo"	"All"	182	"10.33%"	1762	182	100.40
"2024-07-30"	"Tu"	"Welcome Hotel Darmstadt"	18	"8.65%"	208	18	101.33
"2024-07-30"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	13	"7.51%"	173	13	70.74
"2024-07-30"	"Tu"	"Welcome Residenzschloss Bamberg"	48	"26.09%"	184	48	112.15
"2024-07-30"	"Tu"	"Welcome Kongresshotel Bamberg"	38	"22.22%"	171	38	98.19
"2024-07-30"	"Tu"	"Welcome Hotel Marburg"	12	"8.00%"	150	12	113.75
"2024-07-30"	"Tu"	"Welcome Hotel Paderborn"	14	"9.15%"	153	14	112.92
"2024-07-30"	"Tu"	"Welcome Hotel Bad Arolsen"	15	"12.61%"	119	15	78.28
"2024-07-30"	"Tu"	"Welcome Hotel Meschede / Hennesee"	33	"28.45%"	116	33	106.17
"2024-07-30"	"Tu"	"Welcome Hotel Wesel"	14	"13.59%"	103	14	119.03
"2024-07-30"	"Tu"	"Welcome Hotel Dorf Munsterland"	8	"6.11%"	131	8	43.12
